"X","Y"
149.270435862413,-21.3937530309762
144.194088197752,-27.8476627816349
144.207045988521,-20.1721014502822
141.105320922612,-17.5694336294112
150.347418061451,-31.3047987210193
130.043171028687,-26.7206242812952
150.70765203771,-27.6997083413222
141.919536669384,-12.927968656661
146.769000956307,-28.5339540220295
131.863532881147,-27.7173875095347
144.29604462863,-18.2300716576935
137.507166989795,-29.6581242472307
143.586046964056,-15.0433760128372
146.574123077861,-32.9246093984693
149.124731047238,-37.2495978125602
129.763697155286,-31.3621600229836
145.795610508768,-35.6487742087765
143.326620649772,-29.7693276811458
138.831387543122,-28.0915227913144
146.012409755269,-20.3012731546575
141.58440803934,-17.7639113381064
141.434537645402,-17.9961844233301
142.166355268179,-20.0529685693955
141.551294215828,-27.9153010061823
139.804807071386,-27.1345951139177
144.399647394338,-28.3660558374716
138.0855687439,-31.8145937880698
148.697379606521,-35.0253845095896
149.640025031036,-37.4330598313257
134.19862710164,-26.8967365030847
151.599232598037,-30.3371312188593
146.130264191862,-24.703038088563
145.921368360512,-24.2836506526018
142.470767703646,-30.8179951599202
144.489475792614,-22.224821063904
140.924704049321,-28.2746033615929
152.986393650167,-30.7268651078026
139.874221311084,-37.2458332561221
148.084203428921,-25.611712023779
146.474076927234,-27.6971731264994
143.656260275793,-23.9560654152527
143.968944187936,-28.2570185939187
151.963747375111,-31.8725780292072
146.206668458525,-21.2897981414403
147.00348013682,-21.8324105564148
129.632219855416,-31.2685744785938
137.578594983687,-27.4446328676006
147.179920296734,-31.2865082078848
148.278015394449,-41.2416627608422
142.192654248572,-26.0456530528119
132.533906739345,-27.6519570875582
143.633470063745,-16.7707384641257
135.051321584044,-28.9098097704104
149.677212191454,-26.3886416203014
131.463940655069,-30.6222558308446
143.398474052469,-17.7220711155415
144.795623439158,-21.4753346578082
149.536403063564,-30.1824247665949
145.18701877672,-34.6573701092993
136.358046841882,-30.3587561005713
142.953489601371,-23.0851720607473
139.941866161826,-18.1128517967831
144.478219637069,-18.0726647469125
142.25107873785,-15.0132576664588
146.05877417782,-34.8841041469224
146.092973907249,-41.3675180978444
141.513644527398,-20.16879198125
134.194469830837,-26.07178832073
145.934487150246,-17.1778346182416
141.418744581428,-32.2784415967249
141.584102548389,-33.4733790111133
137.747905933946,-29.7797246569099
135.511542546104,-34.1319383135299
136.808909670249,-30.2940629645455
140.623894011583,-27.8535409078242
134.426525260218,-30.9301437181791
149.816724085085,-31.7218452118872
146.15211280077,-29.7960451631507
148.268385804345,-20.6181920541203
145.723237030101,-38.2151518675477
143.911115274426,-15.9150514681097
132.551633361911,-26.2986957716347
139.544575429725,-17.791176569339
151.56489453449,-31.4482238339423
143.282375949467,-37.8964328838732
148.71964457091,-30.9306267784582
144.262129474046,-33.7297427747653
152.048650500822,-31.7590834274293
139.944605311539,-20.4285185769615
141.18338717105,-36.2504198991519
140.360510178738,-29.5549400149657
147.758285493524,-22.263241783972
144.327763678196,-17.06258048323
148.850863699077,-21.2448403259696
138.9842974003,-28.5260057070696
146.115311986268,-23.5350441114904
145.742619877926,-29.0313838134442
145.089627148144,-17.4410266147821
145.430960321702,-25.4181265713122
132.626379964186,-27.5596282815475
143.248371482886,-22.9128803220881
135.267408954813,-30.6218053503702
136.313261952205,-32.2040111439528
