"X","Y"
138.70387825268,-25.7827998714319
144.593927313959,-23.1959610036769
141.034689246176,-18.1219957437228
152.321303588612,-26.3578224940314
146.475170735126,-21.9072026290923
150.716806192804,-31.7065181105506
141.202648668062,-20.0110205199024
146.398779026674,-24.5149142868875
146.819638025793,-20.8315060405106
149.04785957996,-27.5925394127251
143.814537268575,-33.4479778002951
142.633672799437,-12.7440498585423
148.110998653903,-35.8655877583664
138.505321489517,-18.4249523869566
151.339189814941,-33.1707062204163
140.436705804811,-23.812260254709
146.590459924476,-31.2834127932144
139.404954074573,-19.5441906258304
144.683031542146,-27.1272875315856
145.478268282642,-34.8688422648109
149.987299788197,-29.6905908915316
140.777759463455,-22.5978933240653
145.603156935494,-20.9913591977422
146.843740228375,-32.0130306690267
144.116712207977,-27.18283712009
147.386931387196,-24.7122417020176
145.52310801363,-21.978255818618
138.468363615429,-24.2043246104916
144.227668615099,-14.7380420593665
148.436239368044,-33.725786894508
143.694350097074,-23.6090221553344
142.822060613501,-19.2189763751574
143.723315476149,-20.7333356598959
145.43221266385,-31.5368690544076
141.13724949343,-27.1969249458308
140.337718039733,-23.2482202424153
152.958238827638,-28.4430424989703
142.819622798654,-11.4544830122925
144.426026465406,-28.5888237641646
139.161830419373,-20.4431492393889
142.439992837433,-14.4349039133625
145.047611456517,-15.0953524761179
143.949546989555,-21.8187592534906
147.442733226612,-29.5488567749506
145.281876306193,-22.5571827276118
143.831111520885,-16.0069260729763
143.819770963238,-28.4669521015229
143.493522991502,-20.3421234037735
151.242197417759,-28.2125441994707
140.723686203136,-18.354596311839
153.08828187923,-27.3890199293563
143.520744678832,-17.9290075207009
144.713640172433,-34.4133576036715
140.129006054004,-19.1901392467675
142.749120620653,-12.4391406388345
149.476582314627,-34.3218705010253
145.410501941334,-29.2420540238126
143.447551500024,-28.7324551013741
145.699502810412,-23.4705932107779
148.957390091055,-27.6068182232808
141.200599514566,-28.4316676308923
152.530322254854,-31.1837239804809
142.488888415204,-26.0162815034235
145.81122503294,-28.4974792993093
145.391848248386,-18.416044277687
142.9902438983,-26.4756476919903
146.111987863872,-26.5555561954278
147.479217056893,-19.7111369396985
138.873975597585,-24.8920778313996
142.97716239567,-17.0513576306584
144.651400599825,-34.0823894250595
142.201374322862,-24.4006325821607
149.464708426773,-24.3833467923632
142.125248373628,-33.4664035392205
141.449018944886,-21.8989157762204
142.536140243343,-17.8184972781404
141.897543388,-15.8002744113857
143.963274745229,-26.9139527944684
144.718843576315,-22.817389648521
149.62527973949,-32.7780231748141
142.748704371626,-22.5511915642874
141.483572911175,-28.5556040934821
143.665570737446,-25.0778984876114
143.991605327621,-23.9426052965745
142.036631668391,-28.0178225177722
140.529192886736,-17.6519544492804
149.131691447808,-22.2831534385474
152.707409355691,-31.1747730477551
148.529088596882,-22.061593715616
152.299944160571,-29.861565643454
145.254410531778,-28.8921006787213
142.385928708733,-32.0208161042088
146.327606929819,-32.2953173039643
146.049928249644,-31.3899441911338
143.201808667292,-26.7349947673611
144.469205373182,-24.1058235081689
149.322128557254,-24.6239555944951
147.17493288449,-30.3190542001328
141.269195538042,-21.9026854777447
142.321101166174,-25.1367277493886
140.038688622927,-22.8265628966678
