"X","Y"
144.138033141333,-15.2878626212066
148.583197918001,-31.3720254134932
138.065421584061,-22.7911129272142
144.733955583564,-22.26047961427
150.176087781821,-22.5997862621307
148.425976072222,-33.4318660841552
153.338386482533,-28.4154808004808
147.313948082825,-24.9532655658881
143.462829328015,-14.4177210984255
144.21799200215,-28.8928651924944
148.826684724228,-23.8740479565641
152.245957315927,-29.439360005677
147.323583658059,-21.4923539215478
138.904561635301,-22.7541578295003
144.275150621885,-14.8039036378277
144.142910320855,-22.1371570756976
149.285660210707,-33.4673844989212
146.283132616392,-25.5911607926441
140.507722696886,-17.6654578366894
148.072395654984,-32.6041185097151
147.399688942912,-21.3094092634905
146.995211060541,-28.6090540876558
141.777496534194,-29.6500442689962
144.41370226504,-25.0887322924803
139.853195502984,-19.9756816323929
142.406356966302,-14.5924503580066
145.906150762836,-22.1211198104018
144.765378372267,-16.9217622090932
145.687099852561,-28.6213596502403
142.959901303726,-30.2288799325093
143.722979287046,-28.2522834080707
149.509291071762,-35.3640722683481
142.462994381601,-31.0303904301272
146.278601692583,-32.2504552500609
147.712229674194,-26.3962218345603
147.595006811765,-22.280498823904
147.881771943996,-21.8014945178058
148.666455836309,-32.9789637007896
145.150360295351,-27.7852684575131
144.666743331435,-35.450245764108
148.581337970923,-23.9742065320943
145.390926420542,-24.1174309667127
141.452616788223,-31.8831240173408
139.400953574133,-21.9120298278082
138.458462237319,-18.4683013549451
150.990611680405,-30.7778996074242
141.405445394731,-18.9220840819942
141.967228806347,-20.6869079365743
145.951003820166,-21.0513137624441
147.538561051323,-32.8725706203862
146.248975813682,-19.8010022167409
147.535252163699,-31.6969164777778
138.161091864696,-19.6235100268338
151.261459996876,-29.1385118145215
141.880538679902,-15.6759539574759
144.655464217579,-15.1696537623161
147.39309657976,-27.200958306507
145.587580423523,-20.2434544031593
140.118961094828,-19.1678552066851
139.872561687776,-23.4616843786594
144.810871210471,-21.1380887303651
148.827650518452,-30.2986160717978
138.679445692862,-18.5530585160121
153.212322015495,-28.7308399617977
145.555075548882,-32.3214871067434
148.429832260338,-33.1621319125947
140.638656910817,-17.7835556009422
147.434876887313,-35.1122201665212
145.525683559485,-27.6577831889971
152.514453389189,-26.8288489506004
150.493274615368,-30.5038795527604
143.381633860441,-18.8454017774632
143.813419354675,-32.2211146596532
145.258160032753,-20.7026905216789
148.577058472237,-31.4450692356149
138.224684022898,-20.7497075727071
140.52015607649,-21.6260571128119
138.013733284341,-24.1502214316374
150.013740634787,-26.774568962464
148.67660715156,-36.9466147482313
149.436940792321,-24.9097275422795
149.899757310612,-31.9795627726264
145.289377778408,-34.352811994076
142.838748265238,-16.1926851453011
153.168849546178,-29.1737887708106
142.07453786657,-13.7233294460922
138.519936714864,-24.6798453570404
144.500115070401,-16.203845263809
142.754027639832,-19.2778995798304
145.434791589496,-21.4789229406668
141.891687269816,-19.1539434156807
144.781335672751,-24.07794682487
148.239132200284,-26.9724094177915
141.326388996176,-25.8455848337021
143.711407120982,-21.9271643947906
144.471937415341,-28.3715053001112
144.673893589214,-22.0595717679302
150.241658376224,-31.9857830598218
141.328904600775,-27.6830859906324
143.346407290383,-15.1737950646912
141.667253917717,-16.0665161992148
141.049648209674,-32.8696064427103
148.636606454666,-21.5206191801638
144.04151291434,-17.5410235543338
138.43810900455,-19.3145092460472
144.344838939794,-18.2611788248923
142.677200069382,-13.1452784030853
151.658233928842,-24.9179305400065
150.765114280044,-34.9845296328489
142.121859440633,-13.0778905746894
142.03138429449,-27.9861535227852
147.182026162422,-30.4861569057799
148.200423685689,-22.6399326999408
142.877042731854,-23.5792199694163
150.763140591557,-23.6552238021042
143.918452418889,-15.8907606845577
142.746097650933,-34.3588671530846
146.75326869486,-23.2356961268692
148.731996554674,-25.1964693539972
146.817431491936,-26.2448739446615
150.233261590603,-26.4133684025726
142.216132063313,-18.669514010825
142.049163436642,-18.1905816805281
151.351177575175,-25.2316197214841
147.742248099931,-35.6964191408965
151.668525565426,-30.5622559504486
140.252452034748,-24.8371461587536
147.282552103246,-29.4878511625974
149.959155137937,-30.3169019822064
141.382367592449,-19.4226773108599
141.40761571135,-18.3425947566939
146.437792610106,-23.6679150441534
148.289570181267,-22.9928412140707
142.228895087086,-15.7885555705592
142.302448066236,-24.1993836703166
144.673423820168,-15.8249950933705
147.265435156272,-23.6332680408826
140.953791742239,-19.0364670042123
147.811345231004,-22.8036925101644
145.664586035077,-25.6451047668285
145.518282022107,-18.5945460064606
143.463669051326,-22.9433213757431
144.281850978256,-25.8774556221181
142.525591204245,-31.5502855850876
149.776799474932,-32.7786485089567
147.372842415961,-28.1801838534587
150.968560413986,-31.6308018577392
143.688136707025,-18.964796907659
