"X","Y"
145.92136221378,-29.7565409824318
149.019885330805,-32.9349022966857
142.976286193179,-12.7857165718598
147.106364845243,-23.9771674367211
148.878382286538,-22.1846191720014
145.167295112001,-24.1245703007951
139.986230716905,-20.0376193899599
142.305287381271,-27.8057327654556
143.576138400365,-24.9111096477495
150.151116903967,-23.7206558094638
147.138851154684,-22.0047851724573
148.968984504072,-24.011892023079
148.615681458852,-30.0285637919625
144.73655068782,-31.2690161659254
152.321628077601,-30.6636762415977
146.862945598445,-32.3451671523947
142.933103636394,-15.7412453711092
145.663979557327,-33.8171045487331
146.39922564652,-19.8782993527001
138.326361053412,-19.4514068192829
149.386373564368,-35.5170418348642
150.38364541085,-33.0847610842741
148.820699981187,-26.4148399350341
140.214219153808,-25.8355099611874
142.53420575897,-17.8973857413251
150.511030048053,-33.4746082846422
147.23392706515,-35.9956998674551
142.144050875585,-19.40069486368
151.737208521187,-24.15183183276
146.755993748239,-31.5586800285314
140.755860123893,-22.760915119991
142.075811054375,-18.3665748017854
144.215728859532,-16.4003702708624
150.320247086723,-28.0629194813904
141.057258639203,-30.6154190211872
141.431853167398,-20.3961577855635
143.814573031051,-32.9301814983392
150.499562564541,-31.541692401694
147.396831681153,-25.1925204241392
140.681260639376,-19.3578926725093
147.427211889993,-24.5046002647642
142.012054719849,-17.0666343037034
149.315847131186,-34.4377122767777
146.505207165796,-30.0333697016961
149.184504377352,-21.6095036043464
147.641309337166,-21.6160285172483
138.679540370652,-17.9137349974457
142.840782011401,-13.5550355836741
140.323538316213,-25.5408618120474
143.043507129441,-19.5243599835019
149.469348744467,-25.4897451573591
145.104089486864,-21.7617384061552
146.571729798786,-27.8172416652451
146.920528947606,-30.4966319730411
142.674937065011,-15.6389873366677
150.367184008616,-24.2017766006946
144.464216293127,-16.2459451710772
144.668821909845,-35.7970263726627
151.047686442045,-24.4213906032877
145.841058683459,-23.98759627708
143.235070214806,-23.0255315246177
145.445094093071,-27.3967258277934
143.367528012083,-24.3882253084934
147.7658475796,-21.7851793394458
142.740130207035,-33.3615651513571
139.039640731119,-17.3841149271936
143.739486805775,-17.3865390710848
142.941176515121,-12.2668871936625
143.776563529158,-21.9504124445139
144.740060540186,-32.2642732020976
142.426732653395,-26.3165648341955
140.165020064306,-20.4532886078729
142.955932130924,-19.5364671302933
143.736716036092,-30.7280551549749
145.035517722207,-20.9346712310372
142.399029646067,-17.1607151844077
145.717589557153,-23.477353919813
150.986119887948,-27.0427686883373
143.76214058442,-19.5093828894297
142.085702016618,-33.4175929570308
148.249413970354,-30.5683465789298
149.624453393456,-35.5459222669344
147.762338200187,-26.8017214732382
148.074115131567,-35.5454340911797
144.834055568923,-21.6645273112596
142.877743247089,-18.4550920780754
149.159941577363,-30.610554886168
145.791268105159,-18.1123552994161
148.042014380182,-21.0933311678716
145.77805034495,-33.9043850925515
148.448938179437,-27.4937530551225
149.141427776452,-25.8618711951127
145.293718669952,-27.9267763182566
140.266830423734,-25.1574501633428
138.289012131383,-25.6598625506371
145.152047985896,-32.4796471001584
141.48290175173,-17.821635944478
145.875862997995,-28.9562870777595
138.721904181384,-18.7338228580184
146.413318543259,-20.7626048569376
150.055322287789,-27.2842411438412
146.179456106934,-25.9268075761194
142.6509333966,-18.8568094880415
144.688329718409,-17.4583021439155
145.421505600448,-35.1372290025848
148.119144276344,-32.5628307788615
141.31358367227,-16.8579550116727
147.543865681567,-21.9527701641946
142.698251860092,-33.495979946651
141.12934996994,-33.4815746863904
149.004689203518,-36.8662732528398
149.39889356338,-24.4130129327986
151.45856150376,-27.7772843224993
141.723096609304,-15.9948820219759
145.803405161907,-19.4656421758227
142.619371763632,-20.7719409250984
144.191206609752,-24.8809144531369
145.972841384872,-35.7667493408122
145.020449357549,-33.2258265462551
143.478402536595,-29.968229979205
144.707299223489,-33.5160001917376
144.202663790178,-23.511935031496
147.564590254716,-23.8409589378812
139.050060868864,-19.9734935527049
141.39345980644,-28.4186353268518
143.347317498151,-29.7245038867743
144.887359306617,-25.8482988869095
139.653817563519,-21.3753076212426
140.588085553625,-18.2702875023705
142.728746599808,-25.0601276900776
142.416074777041,-34.3164451177537
149.070391551539,-27.4418694027141
144.202763499454,-34.786143725737
144.004200657034,-25.8056948458232
146.143669175621,-33.3899935956277
140.671698459074,-25.3073696108398
144.389899033847,-31.9358870945979
143.103799320629,-13.1493526175196
143.398302608636,-19.5320868414587
148.092363376993,-25.0751129823388
147.346826371559,-26.6842073819208
147.035387837606,-22.9155463471659
147.476388059496,-27.5550827037218
138.518786119954,-21.6192008249938
151.688328419874,-28.3057270852254
145.467344719832,-20.1520278379569
145.722983116997,-18.8603351216896
146.17869611248,-32.9582790449054
150.901259537857,-33.9479055322763
142.680923477938,-14.5215019590579
142.974531296101,-30.4506678059544
144.631971086709,-26.9533806898646
148.687097271706,-35.4632205586049
141.613203086254,-28.8410403623057
148.240975452143,-36.3934921267376
153.116566541584,-29.8667835576618
143.520725851689,-28.4477149958047
146.212132917955,-25.6679690901988
147.601381111128,-30.8830404213276
138.220003726176,-24.4193494035248
152.181664191367,-29.1473494836333
149.227669085642,-31.6422690383066
148.757055507176,-33.0075007305167
145.655611781877,-34.018637378249
144.085511524988,-23.3061674760143
145.928257841274,-18.8439913026044
146.146590802561,-34.5585524427515
138.930418967799,-18.3707611283227
143.270545248577,-29.9812559775737
146.37358733463,-31.7221425905039
149.638015048254,-25.9138835690573
143.381640052479,-28.629732384125
141.617900874939,-30.9353766140358
138.782144249581,-21.1066810537429
149.105556666892,-34.7699004533771
142.446187465826,-13.5000841121699
150.441457956372,-25.4193912192986
142.72020932914,-19.4506160662808
150.035539850331,-26.42497879342
147.658860901909,-22.2327990007626
146.883358168547,-19.7527230115249
149.560492568874,-28.3596158174086
148.48422371938,-36.7783896446087
142.26338628168,-31.999472289797
140.129712204649,-19.4649910170426
147.548580740289,-21.3854155748431
145.078308234213,-15.4058661321251
138.996580396143,-22.5784900971849
138.885006011252,-23.3432081527425
148.730019293578,-24.0020057719338
151.051462351952,-30.2192802996885
150.769151849036,-23.3100543999244
144.940803434768,-32.027672031176
145.10836077437,-20.0759590915476
142.648938410704,-34.5010943585358
145.041240082183,-33.1970917849662
150.6028573796,-29.9679746776708
143.134523980687,-15.7305932912037
148.77134605799,-32.5748108495808
145.729330527198,-31.8406952447429
146.535669209951,-21.144196422232
145.715480229562,-33.2830238558177
142.825798861847,-31.0453129574613
147.948928747916,-23.8436604440189
149.724585408605,-32.2290352722152
142.453932210192,-17.8972442032333
142.672626226964,-16.5738314876366
142.869263589297,-26.1914790150545
143.45080041001,-15.8433268138215
150.016142130529,-36.4973906447611
145.956107591173,-21.1198239207273
146.143920495239,-32.4897189781815
151.086217286622,-24.0011725444825
141.45623459015,-19.6554326996459
144.712068813621,-16.486155583737
141.879636010268,-26.3043759554138
149.565361653634,-27.2007905094243
142.49003637977,-20.9652211084462
147.112372428246,-23.6340610763445
138.984724414994,-22.8375840670221
152.5439299643,-26.5730453189992
145.848604562265,-24.3648956342754
149.283716154505,-31.7691471094304
144.521611592784,-23.2755315737175
142.097902339841,-28.0447357324065
141.173277961522,-20.1339534191659
147.97754662705,-31.5533699948136
149.437337603005,-36.5305593239399
152.030692855122,-26.8269867313552
144.646235290438,-20.0737298200302
140.014026921319,-25.6513002629319
145.439795967741,-19.9008707775675
148.883148154899,-36.5809175341553
143.107330579547,-13.3544008977857
148.140558774233,-31.7470589734834
151.000308597563,-30.4580672210852
142.86249018725,-31.8217747967877
145.5397921255,-17.1804041593437
140.644650749096,-19.9644589561104
140.573633129402,-23.5410765103027
144.689751671565,-24.3760213929479
147.820247464471,-20.0448463386479
146.666173029941,-21.3913329237104
150.063845540876,-35.2172197983413
144.697669640197,-32.9012338881155
141.618238934023,-18.1198980251381
138.043651436898,-19.8911183304729
145.705946932099,-32.7514298280591
